Creating surface profile...
Computing temperature evolution...
Visualisation
         40024054 function calls (39816329 primitive calls) in 67.037 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.003    0.000 rcsetup.py:629(cycler)
       44    0.000    0.000    0.003    0.000 compiler_machinery.py:246(finalize)
      261    0.001    0.000    0.003    0.000 construction.py:494(sanitize_array)
     3438    0.001    0.000    0.003    0.000 abstract.py:123(__ne__)
        1    0.000    0.000    0.003    0.003 masked.py:1(<module>)
     55/8    0.000    0.000    0.003    0.000 core.py:3635(leave_whitespace)
     2035    0.001    0.000    0.003    0.000 types.py:27(as_pointer)
        1    0.000    0.000    0.003    0.003 interpreter.py:1(<module>)
     2170    0.002    0.000    0.003    0.000 context.py:455(_lookup_global)
       12    0.000    0.000    0.003    0.000 codegen.py:1259(_check_llvm_bugs)
       32    0.000    0.000    0.003    0.000 lowering.py:813(<listcomp>)
       28    0.001    0.000    0.003    0.000 util.py:182(_collapse_string_to_ranges)
        1    0.000    0.000    0.003    0.003 axes3d.py:42(Axes3D)
      151    0.003    0.000    0.003    0.000 {built-in method builtins.compile}
       70    0.000    0.000    0.003    0.000 posixpath.py:466(relpath)
     2654    0.002    0.000    0.003    0.000 __init__.py:411(_strip_comment)
      614    0.002    0.000    0.003    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.003    0.003 scimath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 nrtdynmod.py:181(create_nrt_module)
       11    0.000    0.000    0.003    0.000 models.py:550(_as)
     2652    0.002    0.000    0.003    0.000 errors.py:803(new_error_context)
      298    0.000    0.000    0.003    0.000 compiler_lock.py:11(acquire)
        8    0.000    0.000    0.003    0.000 __init__.py:903(<genexpr>)
   114/57    0.000    0.000    0.003    0.000 core.py:3722(copy)
        7    0.000    0.000    0.003    0.000 __init__.py:801(search)
       25    0.000    0.000    0.003    0.000 npyimpl.py:95(update_indices)
    24858    0.003    0.000    0.003    0.000 pprint.py:92(__init__)
     1026    0.001    0.000    0.003    0.000 builder.py:357(_set_terminator)
      659    0.001    0.000    0.003    0.000 ssa.py:190(_run_ssa_block_pass)
      897    0.000    0.000    0.003    0.000 _collections_abc.py:909(__iter__)
       17    0.000    0.000    0.003    0.000 _functools.py:75(wrapper)
      561    0.001    0.000    0.003    0.000 cpu_options.py:112(_get_values)
        1    0.000    0.000    0.003    0.003 backend_tools.py:1(<module>)
        1    0.000    0.000    0.003    0.003 wavfile.py:30(WAVE_FORMAT)
      203    0.000    0.000    0.003    0.000 pprint.py:235(_pprint_list)
      298    0.000    0.000    0.003    0.000 models.py:97(traverse_models)
        1    0.000    0.000    0.003    0.003 rolling.py:1(<module>)
2023/2022    0.001    0.000    0.003    0.000 {built-in method builtins.all}
       44    0.001    0.000    0.003    0.000 compiler_machinery.py:370(dependency_analysis)
      320    0.001    0.000    0.003    0.000 instructions.py:687(descr)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
      563    0.001    0.000    0.003    0.000 functools.py:818(dispatch)
        3    0.000    0.000    0.003    0.001 numbers.py:1(<module>)
      304    0.000    0.000    0.003    0.000 sre_parse.py:97(closegroup)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
       43    0.000    0.000    0.003    0.000 packer.py:87(as_arguments)
     3963    0.002    0.000    0.003    0.000 ffi.py:93(__getattr__)
      115    0.000    0.000    0.003    0.000 passmanagers.py:269(initialize)
       91    0.000    0.000    0.003    0.000 arrayobj.py:58(make_array)
    14568    0.003    0.000    0.003    0.000 {method 'copy' of 'dict' objects}
     4616    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:897(__exit__)
    24317    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
       92    0.000    0.000    0.002    0.000 typeinfer.py:217(__call__)
      939    0.002    0.000    0.002    0.000 inspect.py:66(get_annotations)
       19    0.000    0.000    0.002    0.000 transforms.py:93(populate)
       62    0.000    0.000    0.002    0.000 core.py:1352(__add__)
     1467    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:71(__init__)
        7    0.000    0.000    0.002    0.000 __init__.py:810(lookup)
       31    0.000    0.000    0.002    0.000 targets.py:9(get_process_triple)
        7    0.000    0.000    0.002    0.000 __init__.py:816(__init__)
       73    0.000    0.000    0.002    0.000 __init__.py:919(read_text)
      371    0.001    0.000    0.002    0.000 api.py:194(typeof)
       99    0.000    0.000    0.002    0.000 transforms.py:306(yield_loops_with_multiple_backedges)
      115    0.000    0.000    0.002    0.000 passmanagers.py:276(finalize)
      110    0.000    0.000    0.002    0.000 controlflow.py:270(loops)
      220    0.001    0.000    0.002    0.000 ir_utils.py:2186(enforce_no_dels)
       11    0.000    0.000    0.002    0.000 removerefctpass.py:99(remove_unnecessary_nrt_usage)
     1516    0.001    0.000    0.002    0.000 lowering.py:341(_disable_sroa_like_opt)
       22    0.000    0.000    0.002    0.000 untyped_passes.py:162(run_pass)
       76    0.000    0.000    0.002    0.000 itanium_mangler.py:107(mangle_identifier)
        1    0.000    0.000    0.002    0.002 mathtext.py:1(<module>)
       78    0.000    0.000    0.002    0.000 npytypes.py:449(copy)
      203    0.001    0.000    0.002    0.000 pprint.py:412(_format_items)
       22    0.000    0.000    0.002    0.000 ir_print.py:11(match)
        1    0.000    0.000    0.002    0.002 arrayobj.py:4044(_parse_empty_args)
        1    0.000    0.000    0.002    0.002 debuginfo.py:1(<module>)
        1    0.000    0.000    0.002    0.002 arrayobj.py:3996(_parse_shape)
        1    0.000    0.000    0.002    0.002 widgets.py:1(<module>)
      275    0.000    0.000    0.002    0.000 controlflow.py:139(process)
       86    0.000    0.000    0.002    0.000 npydecl.py:327(_numpy_ufunc)
     4616    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:893(__enter__)
        1    0.000    0.000    0.002    0.002 cli.py:1(<module>)
        1    0.000    0.000    0.002    0.002 accessor.py:146(StringMethods)
       36    0.000    0.000    0.002    0.000 ir.py:90(get_lines)
     5610    0.002    0.000    0.002    0.000 cpu_options.py:123(<genexpr>)
      824    0.001    0.000    0.002    0.000 templates.py:183(signature)
       91    0.000    0.000    0.002    0.000 templates.py:1009(make_intrinsic_template)
       38    0.000    0.000    0.002    0.000 containers.py:144(from_types)
      420    0.000    0.000    0.002    0.000 typing.py:515(<genexpr>)
      322    0.000    0.000    0.002    0.000 numpy_support.py:327(numpy_outputs)
      495    0.001    0.000    0.002    0.000 warnings.py:165(simplefilter)
       19    0.000    0.000    0.002    0.000 codegen.py:1239(_pass_manager_builder)
       14    0.000    0.000    0.002    0.000 __init__.py:438(flex_arith_method_FRAME)
       10    0.000    0.000    0.002    0.000 lowering.py:1487(alloca)
     3248    0.002    0.000    0.002    0.000 ir.py:379(__getattr__)
      257    0.000    0.000    0.002    0.000 missing.py:106(isna)
        8    0.000    0.000    0.002    0.000 callwrapper.py:38(cleanup_arg)
      348    0.000    0.000    0.002    0.000 values.py:592(__init__)
5234/5068    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
       43    0.000    0.000    0.002    0.000 packer.py:97(<listcomp>)
        3    0.000    0.000    0.002    0.001 cgutils.py:75(copy_struct)
       32    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(linspace)
     3960    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
     1904    0.001    0.000    0.002    0.000 values.py:498(__eq__)
       19    0.000    0.000    0.002    0.000 llvm_bindings.py:36(create_pass_manager_builder)
       62    0.000    0.000    0.002    0.000 pythonapi.py:1283(_get_function)
   114/57    0.000    0.000    0.002    0.000 core.py:3724(<listcomp>)
     4275    0.002    0.000    0.002    0.000 inspect.py:2969(<genexpr>)
     2661    0.001    0.000    0.002    0.000 castgraph.py:65(__getitem__)
        9    0.000    0.000    0.002    0.000 models.py:557(_from)
      177    0.000    0.000    0.002    0.000 inspect.py:3014(replace)
      275    0.001    0.000    0.002    0.000 controlflow.py:394(_eliminate_dead_blocks)
     1244    0.002    0.000    0.002    0.000 enum.py:470(__setattr__)
       11    0.000    0.000    0.002    0.000 removerefctpass.py:37(_legalize)
        4    0.000    0.000    0.002    0.001 ssa.py:167(_run_block_rewrite)
      141    0.000    0.000    0.002    0.000 builder.py:588(icmp_unsigned)
      642    0.002    0.000    0.002    0.000 {built-in method now}
      561    0.001    0.000    0.002    0.000 cpu_options.py:115(<dictcomp>)
       10    0.000    0.000    0.002    0.000 numbers.py:597(real_div_impl)
       63    0.001    0.000    0.002    0.000 core.py:3783(__init__)
       32    0.001    0.000    0.002    0.000 function_base.py:23(linspace)
       10    0.000    0.000    0.002    0.000 lowering.py:1492(alloca_lltype)
     1393    0.001    0.000    0.002    0.000 context.py:469(_insert_global)
      121    0.000    0.000    0.002    0.000 controlflow.py:217(_loops)
      257    0.000    0.000    0.002    0.000 missing.py:189(_isna)
       43    0.000    0.000    0.002    0.000 base.py:655(get_returned_value)
        1    0.000    0.000    0.002    0.002 npyimpl.py:1(<module>)
     1151    0.001    0.000    0.002    0.000 __init__.py:89(find_spec)
      261    0.000    0.000    0.002    0.000 typing.py:947(__init__)
        1    0.000    0.000    0.002    0.002 book.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parallel.py:1(<module>)
     7928    0.002    0.000    0.002    0.000 enum.py:678(__new__)
      118    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        1    0.000    0.000    0.002    0.002 array_exprs.py:191(apply)
      160    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(column_stack)
    14409    0.002    0.000    0.002    0.000 builder.py:195(block)
        4    0.000    0.000    0.002    0.001 npyimpl.py:381(<listcomp>)
       25    0.000    0.000    0.002    0.000 npyimpl.py:128(create_iter_indices)
       22    0.001    0.000    0.002    0.000 analysis.py:291(dead_branch_prune)
      322    0.000    0.000    0.002    0.000 numpy_support.py:329(<listcomp>)
        4    0.000    0.000    0.002    0.000 context.py:22(wrap)
    20011    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
      169    0.001    0.000    0.002    0.000 colors.py:307(_to_rgba_no_colorcycle)
    13727    0.002    0.000    0.002    0.000 {built-in method builtins.id}
       56    0.000    0.000    0.002    0.000 context.py:8(get_global_context)
      121    0.000    0.000    0.002    0.000 controlflow.py:660(_find_loops)
        2    0.000    0.000    0.002    0.001 codegen.py:1206(_module_pass_manager)
      742    0.002    0.000    0.002    0.000 std.py:105(release)
       73    0.000    0.000    0.002    0.000 __init__.py:934(_normalized_name)
        1    0.000    0.000    0.002    0.002 pythonapi.py:1401(from_native_return)
        1    0.000    0.000    0.002    0.002 pythonapi.py:1408(from_native_value)
       21    0.000    0.000    0.002    0.000 templates.py:189(fold_arguments)
      276    0.001    0.000    0.002    0.000 _decorators.py:376(<listcomp>)
      178    0.001    0.000    0.002    0.000 common.py:49(__init__)
       49    0.000    0.000    0.002    0.000 packer.py:115(assign_names)
       66    0.000    0.000    0.002    0.000 npydecl.py:160(<listcomp>)
        8    0.000    0.000    0.002    0.000 models.py:611(as_argument)
        1    0.000    0.000    0.002    0.002 boxing.py:423(box_array)
      118    0.000    0.000    0.002    0.000 values.py:806(descr)
       29    0.000    0.000    0.002    0.000 containers.py:202(__unliteral__)
     1008    0.001    0.000    0.002    0.000 ir.py:579(<genexpr>)
       55    0.000    0.000    0.002    0.000 core.py:3643(<listcomp>)
        7    0.000    0.000    0.002    0.000 decorator.py:177(create)
      111    0.000    0.000    0.002    0.000 removerefctpass.py:44(valid_output)
        2    0.000    0.000    0.002    0.001 core.py:5684(srange)
       11    0.000    0.000    0.002    0.000 untyped_passes.py:59(run_pass)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
      621    0.000    0.000    0.002    0.000 typing.py:137(_type_convert)
       99    0.000    0.000    0.002    0.000 postproc.py:37(cfg)
        3    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        6    0.000    0.000    0.002    0.000 _threadsafety.py:52(decorator)
     2483    0.001    0.000    0.002    0.000 models.py:673(get_field_position)
      284    0.001    0.000    0.002    0.000 enum.py:986(__and__)
      543    0.001    0.000    0.002    0.000 typeinfer.py:54(add_type)
       20    0.000    0.000    0.002    0.000 core.py:4779(parseImpl)
        3    0.000    0.000    0.002    0.001 ops.py:1(<module>)
       25    0.000    0.000    0.002    0.000 npyimpl.py:148(load_data)
       11    0.000    0.000    0.002    0.000 bytecode.py:206(__init__)
        2    0.000    0.000    0.002    0.001 dates.py:1(<module>)
       32    0.000    0.000    0.002    0.000 colors.py:399(to_rgba_array)
    10689    0.002    0.000    0.002    0.000 values.py:554(_get_name)
     25/6    0.000    0.000    0.002    0.000 core.py:3816(streamline)
     3207    0.001    0.000    0.002    0.000 sre_parse.py:250(match)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
       25    0.000    0.000    0.002    0.000 slicing.py:159(<listcomp>)
       11    0.000    0.000    0.002    0.000 compiler.py:615(define_untyped_pipeline)
        6    0.000    0.000    0.002    0.000 _threadsafety.py:41(decorate)
       56    0.000    0.000    0.002    0.000 numbers.py:1224(literal_int_to_number)
      540    0.001    0.000    0.002    0.000 module.py:21(_fix_metadata_operands)
        6    0.000    0.000    0.002    0.000 decorator.py:200(decorate)
       20    0.000    0.000    0.002    0.000 cgutils.py:864(if_zero)
     1041    0.000    0.000    0.002    0.000 context.py:494(insert_global)
        1    0.000    0.000    0.002    0.002 resources.py:1(<module>)
  266/157    0.000    0.000    0.002    0.000 core.py:1857(name)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
      440    0.000    0.000    0.002    0.000 ir_utils.py:2191(<listcomp>)
        8    0.000    0.000    0.002    0.000 typeinfer.py:715(__call__)
     35/5    0.000    0.000    0.002    0.000 core.py:3675(streamline)
       44    0.000    0.000    0.002    0.000 _base.py:67(__set_name__)
      280    0.000    0.000    0.002    0.000 event.py:436(on_exit)
     4814    0.001    0.000    0.002    0.000 timemachine.py:18(<lambda>)
        3    0.000    0.000    0.002    0.001 concat.py:1(<module>)
       63    0.000    0.000    0.002    0.000 colors.py:1080(reversed)
    13899    0.002    0.000    0.002    0.000 {built-in method time.perf_counter}
       91    0.000    0.000    0.002    0.000 interpreter.py:1995(op_LOAD_FAST)
        1    0.000    0.000    0.002    0.002 __init__.py:210(_check_versions)
      322    0.001    0.000    0.002    0.000 numpy_support.py:276(supported_ufunc_loop)
      374    0.001    0.000    0.002    0.000 typeinfer.py:1180(check_var)
        1    0.000    0.000    0.002    0.002 _basic.py:1(<module>)
      406    0.001    0.000    0.002    0.000 utils.py:31(erase_traceback)
        3    0.000    0.000    0.002    0.001 arrayobj.py:918(__init__)
     1026    0.001    0.000    0.002    0.000 values.py:1155(_format_name)
       11    0.000    0.000    0.002    0.000 targetconfig.py:290(get_mangle_string)
  215/110    0.000    0.000    0.002    0.000 core.py:1832(default_name)
      143    0.000    0.000    0.002    0.000 posixpath.py:377(abspath)
     3472    0.001    0.000    0.002    0.000 sre_parse.py:173(append)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
       76    0.000    0.000    0.002    0.000 typing.py:1147(copy_with)
        1    0.000    0.000    0.002    0.002 array_ops.py:1(<module>)
       64    0.000    0.000    0.002    0.000 builder.py:320(if_else)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
       47    0.000    0.000    0.002    0.000 base.py:954(get_python_api)
        4    0.000    0.000    0.002    0.000 cgutils.py:854(guard_memory_error)
        5    0.000    0.000    0.002    0.000 models.py:624(from_return)
        2    0.000    0.000    0.002    0.001 ssa.py:83(_fix_ssa_vars)
       64    0.000    0.000    0.002    0.000 module.py:189(functions)
        3    0.000    0.000    0.002    0.001 npydecl.py:195(install_operations)
      850    0.000    0.000    0.002    0.000 colors.py:213(_is_nth_color)
        5    0.000    0.000    0.002    0.000 arrayobj.py:118(get_itemsize)
    11078    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
      671    0.001    0.000    0.002    0.000 context.py:250(_get_attribute_templates)
      475    0.001    0.000    0.002    0.000 values.py:1058(_to_list)
     2240    0.001    0.000    0.002    0.000 types.py:116(__init__)
       36    0.000    0.000    0.002    0.000 containers.py:174(_make_heterogeneous_tuple)
       45    0.000    0.000    0.002    0.000 typing.py:1138(__getitem__)
        2    0.000    0.000    0.002    0.001 pytables.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _tzpath.py:1(<module>)
       48    0.000    0.000    0.002    0.000 dispatcher.py:88(__init__)
       47    0.001    0.000    0.002    0.000 pythonapi.py:167(__init__)
      113    0.001    0.000    0.002    0.000 {built-in method io.open}
       64    0.000    0.000    0.002    0.000 scalars.py:78(__init__)
        1    0.000    0.000    0.002    0.002 _optional.py:1(<module>)
      181    0.000    0.000    0.002    0.000 target_extension.py:81(_get_local_target_checked)
      371    0.001    0.000    0.002    0.000 typeof.py:67(_typeof_buffer)
      160    0.001    0.000    0.002    0.000 shape_base.py:612(column_stack)
       11    0.000    0.000    0.002    0.000 lowering.py:208(extract_function_arguments)
      344    0.001    0.000    0.002    0.000 inspect.py:653(_findclass)
      890    0.001    0.000    0.002    0.000 os.py:675(__getitem__)
      752    0.001    0.000    0.002    0.000 instructions.py:34(<listcomp>)
      146    0.001    0.000    0.002    0.000 models.py:496(traverse)
       76    0.000    0.000    0.002    0.000 itanium_mangler.py:118(<listcomp>)
        4    0.000    0.000    0.002    0.000 quicksort.py:255(make_jit_quicksort)
     9861    0.002    0.000    0.002    0.000 {method 'insert' of 'list' objects}
      171    0.000    0.000    0.002    0.000 pathlib.py:569(_parse_args)
        1    0.000    0.000    0.002    0.002 config_init.py:1(<module>)
       11    0.000    0.000    0.002    0.000 callconv.py:146(decode_arguments)
        1    0.000    0.000    0.002    0.002 nanops.py:1(<module>)
      326    0.001    0.000    0.002    0.000 numpy_support.py:332(_ufunc_loop_sig)
        4    0.000    0.000    0.002    0.000 quicksort.py:27(make_quicksort_impl)
       29    0.000    0.000    0.002    0.000 npyimpl.py:139(_load_effective_address)
        6    0.000    0.000    0.002    0.000 templates.py:962(generic)
      303    0.001    0.000    0.002    0.000 typeinfer.py:667(_add_refine_map)
       63    0.000    0.000    0.002    0.000 colors.py:1099(<dictcomp>)
    33/29    0.000    0.000    0.002    0.000 consts.py:73(_infer_expr)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       99    0.001    0.000    0.002    0.000 analysis.py:190(compute_live_variables)
        1    0.000    0.000    0.002    0.002 rolling.py:1737(Rolling)
        1    0.000    0.000    0.002    0.002 dtypes.py:1(<module>)
       58    0.000    0.000    0.002    0.000 enum.py:165(__prepare__)
      107    0.000    0.000    0.002    0.000 builder.py:858(ret)
     4807    0.002    0.000    0.002    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.002    0.002 ExifTags.py:20(Base)
      766    0.001    0.000    0.002    0.000 sre_compile.py:447(_simple)
       23    0.001    0.000    0.002    0.000 array_exprs.py:33(match)
    15125    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 engines.py:1(<module>)
     1345    0.001    0.000    0.002    0.000 templates.py:1243(register_global)
     4541    0.001    0.000    0.002    0.000 ir.py:251(__hash__)
       36    0.000    0.000    0.002    0.000 linecache.py:36(getlines)
     27/7    0.000    0.000    0.002    0.000 core.py:4409(streamline)
       36    0.000    0.000    0.002    0.000 quicksort.py:257(<lambda>)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
       81    0.000    0.000    0.002    0.000 base.py:454(insert_unique_const)
        1    0.000    0.000    0.002    0.002 _mio5.py:1(<module>)
     2236    0.001    0.000    0.002    0.000 typing.py:935(_is_dunder)
     1969    0.001    0.000    0.002    0.000 utils.py:373(__setitem__)
        1    0.000    0.000    0.002    0.002 serialize.py:1(<module>)
        1    0.000    0.000    0.002    0.002 npyimpl.py:544(_register_ufuncs)
      118    0.000    0.000    0.001    0.000 values.py:794(__init__)
        1    0.000    0.000    0.001    0.001 font_manager.py:1530(_load_fontmanager)
        1    0.000    0.000    0.001    0.001 book.py:598(biff2_8_load)
      500    0.001    0.000    0.001    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
      222    0.000    0.000    0.001    0.000 itanium_mangler.py:63(_escape_string)
  249/192    0.001    0.000    0.001    0.000 packer.py:123(_assign_names)
        4    0.000    0.000    0.001    0.000 _common.py:1(<module>)
       50    0.000    0.000    0.001    0.000 ffi.py:325(__exit__)
      393    0.000    0.000    0.001    0.000 ir.py:1140(redefine)
      207    0.001    0.000    0.001    0.000 analysis.py:81(def_reach)
        3    0.000    0.000    0.001    0.000 linecache.py:80(updatecache)
      205    0.000    0.000    0.001    0.000 instructions.py:127(<listcomp>)
     6685    0.001    0.000    0.001    0.000 event.py:148(is_end)
        1    0.000    0.000    0.001    0.001 mathdecl.py:1(<module>)
     8660    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 resources.py:107(path)
      110    0.000    0.000    0.001    0.000 models.py:708(traverse)
      887    0.001    0.000    0.001    0.000 values.py:871(__iter__)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
       69    0.000    0.000    0.001    0.000 interpreter.py:2471(_binop)
     8660    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.001    0.001 ImagePalette.py:1(<module>)
        1    0.000    0.000    0.001    0.001 typed_passes.py:1(<module>)
       73    0.000    0.000    0.001    0.000 __init__.py:379(_from_text_for)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
      165    0.001    0.000    0.001    0.000 typeinfer.py:1647(typeof_expr)
     6100    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
      188    0.001    0.000    0.001    0.000 colors.py:1101(<listcomp>)
     3050    0.001    0.000    0.001    0.000 types.py:231(__eq__)
     8486    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       25    0.000    0.000    0.001    0.000 slicing.py:123(fix_stride)
        1    0.000    0.000    0.001    0.001 _mathtext.py:1(<module>)
        5    0.000    0.000    0.001    0.000 functools.py:774(_find_impl)
      472    0.001    0.000    0.001    0.000 copy.py:259(_reconstruct)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
       22    0.000    0.000    0.001    0.000 __init__.py:176(flex_method_SERIES)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 series.py:244(Series)
    33/15    0.000    0.000    0.001    0.000 core.py:4373(parseImpl)
      114    0.000    0.000    0.001    0.000 typing.py:664(__init__)
        2    0.000    0.000    0.001    0.001 transforms.py:87(_populate_module_pm)
        5    0.000    0.000    0.001    0.000 functools.py:732(_compose_mro)
      141    0.000    0.000    0.001    0.000 typed_passes.py:663(select_template)
      298    0.000    0.000    0.001    0.000 models.py:101(<listcomp>)
        7    0.000    0.000    0.001    0.000 enum.py:553(<listcomp>)
      305    0.000    0.000    0.001    0.000 ir.py:1045(__repr__)
   256/18    0.000    0.000    0.001    0.000 ast.py:414(visit)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
      306    0.001    0.000    0.001    0.000 ir.py:1210(find_exprs)
       22    0.000    0.000    0.001    0.000 interpreter.py:1441(_end_current_block)
       77    0.000    0.000    0.001    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.001    0.001 _base.py:1404(ExcelFile)
        1    0.000    0.000    0.001    0.001 _json.py:1(<module>)
       50    0.000    0.000    0.001    0.000 deprecation.py:457(<listcomp>)
      360    0.001    0.000    0.001    0.000 api.py:952(_builtin_function_type)
      303    0.000    0.000    0.001    0.000 lowering.py:1398(loadvar)
       73    0.000    0.000    0.001    0.000 pathlib.py:1129(read_text)
     2691    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 core.py:400(ParserElement)
      143    0.000    0.000    0.001    0.000 controlflow.py:205(_back_edges)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
       92    0.001    0.000    0.001    0.000 {built-in method _imp.source_hash}
   256/18    0.000    0.000    0.001    0.000 ast.py:420(generic_visit)
        1    0.000    0.000    0.001    0.001 executionengine.py:1(<module>)
       70    0.000    0.000    0.001    0.000 config.py:772(inner)
        5    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.001    0.001 _common.py:38(get_resource_reader)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
     1973    0.001    0.000    0.001    0.000 abstract.py:19(_autoincr)
      233    0.000    0.000    0.001    0.000 values.py:781(__init__)
     1156    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
        1    0.000    0.000    0.001    0.001 font_manager.py:964(json_load)
       92    0.000    0.000    0.001    0.000 cgutils.py:435(add_global_variable)
      495    0.000    0.000    0.001    0.000 abstract.py:439(literal_type)
        1    0.000    0.000    0.001    0.001 core.py:5798(<listcomp>)
        1    0.000    0.000    0.001    0.001 _base.py:547(_AxesBase)
      110    0.000    0.000    0.001    0.000 models.py:715(<listcomp>)
     2683    0.001    0.000    0.001    0.000 utils.py:337(key)
       22    0.000    0.000    0.001    0.000 itanium_mangler.py:163(mangle_args)
     3306    0.001    0.000    0.001    0.000 sre_parse.py:161(__len__)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
    11280    0.001    0.000    0.001    0.000 targetconfig.py:38(default)
        1    0.000    0.000    0.001    0.001 __init__.py:274(load)
       22    0.001    0.000    0.001    0.000 interpreter.py:1508(_remove_unused_temporaries)
       86    0.000    0.000    0.001    0.000 pathlib.py:957(__new__)
     1154    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
     78/4    0.000    0.000    0.001    0.000 core.py:909(_parseCache)
       11    0.001    0.000    0.001    0.000 interpreter.py:496(peep_hole_call_function_ex_to_call_function_kw)
       22    0.000    0.000    0.001    0.000 itanium_mangler.py:167(<listcomp>)
       64    0.000    0.000    0.001    0.000 module.py:248(_dispose)
        3    0.000    0.000    0.001    0.000 __init__.py:299(loads)
        2    0.000    0.000    0.001    0.001 errors.py:1(<module>)
       78    0.001    0.000    0.001    0.000 ir_utils.py:1566(find_callname)
      158    0.000    0.000    0.001    0.000 packer.py:167(__init__)
      974    0.000    0.000    0.001    0.000 context.py:52(__getitem__)
       25    0.000    0.000    0.001    0.000 interpreter.py:1773(op_BUILD_SLICE)
        1    0.000    0.000    0.001    0.001 expanding.py:44(Expanding)
      256    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 decoder.py:332(decode)
      825    0.001    0.000    0.001    0.000 controlflow.py:381(_dfs)
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
       11    0.000    0.000    0.001    0.000 typed_passes.py:447(run_pass)
       11    0.000    0.000    0.001    0.000 untyped_passes.py:245(run_pass)
        3    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
   136/88    0.000    0.000    0.001    0.000 itanium_mangler.py:127(mangle_type_or_value)
       70    0.001    0.000    0.001    0.000 config.py:452(register_option)
       11    0.000    0.000    0.001    0.000 typed_passes.py:811(_strip_phi_nodes)
        1    0.000    0.000    0.001    0.001 templates.py:1(<module>)
       79    0.000    0.000    0.001    0.000 cgutils.py:957(global_constant)
     1179    0.001    0.000    0.001    0.000 base.py:137(append)
    24/12    0.000    0.000    0.001    0.000 core.py:4108(parseImpl)
      455    0.001    0.000    0.001    0.000 ir.py:1102(define)
       59    0.000    0.000    0.001    0.000 values.py:70(wrapped)
