Creating surface profile...
Computing temperature evolution...
Visualisation
         4014645 function calls (3968377 primitive calls) in 6.743 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _tzpath.py:5(reset_tzpath)
        1    0.000    0.000    0.001    0.001 readers.py:1819(TextParser)
        1    0.000    0.000    0.001    0.001 readers.py:1395(__init__)
        1    0.000    0.000    0.001    0.001 sysconfig.py:659(get_config_var)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:575(get_config_vars)
        1    0.000    0.000    0.001    0.001 interval.py:180(IntervalArray)
        1    0.000    0.000    0.001    0.001 figure.py:170(FigureBase)
     6323    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       14    0.000    0.000    0.001    0.000 core.py:675(<listcomp>)
       97    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
      902    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
       42    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
        6    0.000    0.000    0.001    0.000 __init__.py:458(flex_comp_method_FRAME)
     1334    0.000    0.000    0.001    0.000 generic.py:45(_instancecheck)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
     1793    0.001    0.000    0.001    0.000 sre_parse.py:287(tell)
       12    0.000    0.000    0.001    0.000 __init__.py:232(define_aliases)
      187    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      968    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arpack.py:1(<module>)
       10    0.000    0.000    0.001    0.000 base.py:7277(ensure_index)
        1    0.000    0.000    0.001    0.001 readers.py:1703(_make_engine)
     1902    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        3    0.000    0.000    0.001    0.000 base.py:708(_with_infer)
        1    0.000    0.000    0.001    0.001 python_parser.py:61(__init__)
        5    0.000    0.000    0.001    0.000 dataclasses.py:527(_init_fn)
      108    0.000    0.000    0.001    0.000 typing.py:267(_remove_dups_flatten)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
      108    0.000    0.000    0.001    0.000 utils.py:143(inner)
     8909    0.001    0.000    0.001    0.000 inspect.py:2699(kind)
       18    0.000    0.000    0.001    0.000 core.py:262(_trim_arity)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
        1    0.000    0.000    0.001    0.001 categorical.py:255(Categorical)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
      262    0.000    0.000    0.001    0.000 construction.py:399(extract_array)
     5319    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       22    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
     1382    0.001    0.000    0.001    0.000 functools.py:65(wraps)
      745    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.001    0.001 synchronize.py:1(<module>)
     6011    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      230    0.000    0.000    0.001    0.000 _internal.py:870(_ufunc_doc_signature_formatter)
      307    0.001    0.000    0.001    0.000 sre_parse.py:356(_escape)
        1    0.000    0.000    0.001    0.001 _lil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:692(<dictcomp>)
        1    0.000    0.000    0.001    0.001 std.py:846(__init__)
       22    0.000    0.000    0.001    0.000 ast.py:33(parse)
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
       64    0.000    0.000    0.001    0.000 core.py:4349(__init__)
        1    0.000    0.000    0.001    0.001 ElementPath.py:1(<module>)
      8/4    0.000    0.000    0.001    0.000 functools.py:961(__get__)
        1    0.000    0.000    0.001    0.001 animation.py:1(<module>)
      257    0.000    0.000    0.001    0.000 common.py:1433(is_extension_array_dtype)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
       42    0.000    0.000    0.001    0.000 typing.py:722(__init__)
      132    0.000    0.000    0.001    0.000 ast.py:430(visit_Constant)
       65    0.000    0.000    0.001    0.000 inspect.py:1959(_signature_bound_method)
      894    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:826(find_spec)
        4    0.000    0.000    0.001    0.000 core.py:2973(re_match)
        1    0.000    0.000    0.001    0.001 __init__.py:412(PercentStyle)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
        9    0.000    0.000    0.001    0.000 dataclasses.py:623(_cmp_fn)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
     12/5    0.000    0.000    0.001    0.000 core.py:4092(streamline)
        1    0.000    0.000    0.001    0.001 decorator.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:57(_make_fontconfig_parser)
       55    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.001    0.001 traceback.py:216(extract_stack)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
        4    0.000    0.000    0.001    0.000 core.py:2961(re)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
       36    0.000    0.000    0.001    0.000 traceback.py:301(line)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:338(extract)
        1    0.000    0.000    0.001    0.001 string_.py:1(<module>)
     2196    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       38    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
        2    0.000    0.000    0.001    0.000 info.py:1(<module>)
      849    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
     1277    0.001    0.000    0.001    0.000 sre_parse.py:112(__init__)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
     3634    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
     7284    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
     4865    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        7    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
      247    0.000    0.000    0.001    0.000 sre_parse.py:225(__init__)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _sputils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimes.py:113(DatetimeIndex)
      879    0.000    0.000    0.001    0.000 inspect.py:632(_is_wrapper)
        2    0.000    0.000    0.001    0.000 generic.py:11591(_add_numeric_operations)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        2    0.000    0.000    0.001    0.000 period.py:1(<module>)
      409    0.000    0.000    0.001    0.000 function_base.py:346(iterable)
   148/39    0.000    0.000    0.001    0.000 core.py:1862(__str__)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:625(PlotAccessor)
     6654    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 markers.py:156(MarkerStyle)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _miobase.py:1(<module>)
      253    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
     3650    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
     2822    0.000    0.000    0.001    0.000 {built-in method posix.fspath}
      465    0.000    0.000    0.001    0.000 __init__.py:725(__getitem__)
        8    0.000    0.000    0.001    0.000 doccer.py:225(decorate)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
      322    0.000    0.000    0.001    0.000 function_base.py:461(_add_docstring)
        7    0.000    0.000    0.001    0.000 decorator.py:144(make)
       16    0.000    0.000    0.001    0.000 doc.py:117(window_agg_numba_parameters)
        1    0.000    0.000    0.001    0.001 series.py:486(_init_dict)
        8    0.000    0.000    0.001    0.000 doccer.py:13(docformat)
        3    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
       36    0.000    0.000    0.001    0.000 {built-in method io.open}
     1005    0.000    0.000    0.001    0.000 enum.py:22(_is_dunder)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
      263    0.000    0.000    0.001    0.000 common.py:162(is_object_dtype)
        7    0.000    0.000    0.001    0.000 inspect.py:1244(getfullargspec)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
     1832    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1659    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     1052    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      745    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
       24    0.000    0.000    0.001    0.000 _idl.py:424(_read_typedesc)
        2    0.000    0.000    0.001    0.000 _strptime.py:49(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
     4834    0.000    0.000    0.000    0.000 timemachine.py:20(<lambda>)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
      242    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 bench.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1043(IntervalDtype)
        1    0.000    0.000    0.000    0.000 legend.py:333(Legend)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 necompiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1(<module>)
      559    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       50    0.000    0.000    0.000    0.000 core.py:130(get_object_signature)
      171    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
  263/236    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       30    0.000    0.000    0.000    0.000 pathlib.py:1023(glob)
        5    0.000    0.000    0.000    0.000 dataclasses.py:587(_repr_fn)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:70(alphas)
       82    0.000    0.000    0.000    0.000 __init__.py:253(make_alias)
        1    0.000    0.000    0.000    0.000 figure.py:2341(Figure)
      105    0.000    0.000    0.000    0.000 std.py:288(format_interval)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       31    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
      914    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 _tricontour.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
        1    0.000    0.000    0.000    0.000 collections.py:26(Collection)
        1    0.000    0.000    0.000    0.000 sysconfig.py:473(_init_posix)
     1006    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1575(_array_str_implementation)
      275    0.000    0.000    0.000    0.000 base.py:494(find)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
       22    0.000    0.000    0.000    0.000 formatting.py:700(handle_xf)
       22    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       16    0.000    0.000    0.000    0.000 deprecation.py:257(rename_parameter)
       82    0.000    0.000    0.000    0.000 core.py:2266(__init__)
      6/3    0.000    0.000    0.000    0.000 base.py:430(__new__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       63    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
      245    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
       15    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
     1339    0.000    0.000    0.000    0.000 generic.py:40(_check)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        8    0.000    0.000    0.000    0.000 colors.py:1595(make_norm_from_scale)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
       89    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      248    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
       16    0.000    0.000    0.000    0.000 core.py:1526(__or__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:2182(create_block_manager_from_column_arrays)
     2236    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        7    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
      261    0.000    0.000    0.000    0.000 construction.py:744(_try_cast)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1932(TimelikeOps)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:2253(_form_blocks)
       31    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
        1    0.000    0.000    0.000    0.000 artist.py:1420(ArtistInspector)
        1    0.000    0.000    0.000    0.000 compdoc.py:84(__init__)
     1827    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing.py:532(Literal)
        1    0.000    0.000    0.000    0.000 hb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1627(FigureCanvasBase)
        6    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
     1586    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      106    0.000    0.000    0.000    0.000 utils.py:222(_is_ascii)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:789(copy)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1568(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 ExifTags.py:294(<dictcomp>)
     1281    0.000    0.000    0.000    0.000 __init__.py:654(_set)
       28    0.000    0.000    0.000    0.000 core.py:5368(__init__)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
      778    0.000    0.000    0.000    0.000 __init__.py:674(_get)
      274    0.000    0.000    0.000    0.000 results.py:136(__new__)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:2307(any)
      996    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 construction.py:881(create_series_with_explicit_dtype)
       16    0.000    0.000    0.000    0.000 core.py:4084(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
        1    0.000    0.000    0.000    0.000 transforms.py:673(Bbox)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:982(_rows_to_cols)
       26    0.000    0.000    0.000    0.000 core.py:6801(__init__)
        2    0.000    0.000    0.000    0.000 construction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:781(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 dtypes.py:628(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
      123    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       99    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      105    0.000    0.000    0.000    0.000 __init__.py:301(wrapper)
        1    0.000    0.000    0.000    0.000 interval.py:147(IntervalIndex)
      788    0.000    0.000    0.000    0.000 __init__.py:950(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_linux)
       52    0.000    0.000    0.000    0.000 accessor.py:118(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 _decorators.py:22(deprecate)
       12    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
       28    0.000    0.000    0.000    0.000 core.py:2915(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:966(<dictcomp>)
       26    0.000    0.000    0.000    0.000 core.py:6806(getdoc)
       24    0.000    0.000    0.000    0.000 core.py:3903(_generateDefaultName)
       42    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.000    0.000 ewm.py:140(ExponentialMovingWindow)
       48    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
  323/216    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
      898    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        1    0.000    0.000    0.000    0.000 merge.py:1(<module>)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
      147    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
       17    0.000    0.000    0.000    0.000 __init__.py:336(__init__)
      128    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 autotimeit.py:1(<module>)
       12    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
       53    0.000    0.000    0.000    0.000 std.py:1460(format_dict)
     2115    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       49    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
  258/172    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
       76    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
      618    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       13    0.000    0.000    0.000    0.000 expr.py:188(_filter_nodes)
        4    0.000    0.000    0.000    0.000 core.py:1437(__mul__)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
        1    0.000    0.000    0.000    0.000 base.py:274(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 range.py:118(__new__)
       80    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       43    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       52    0.000    0.000    0.000    0.000 common.py:33(wrapper)
      307    0.000    0.000    0.000    0.000 std.py:233(__call__)
  810/480    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       11    0.000    0.000    0.000    0.000 nanops.py:75(__init__)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
       92    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
      729    0.000    0.000    0.000    0.000 types.py:176(__get__)
        4    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
      745    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       14    0.000    0.000    0.000    0.000 extension.py:128(wrapper)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.000    0.000 _netcdf.py:1(<module>)
       35    0.000    0.000    0.000    0.000 core.py:2315(__init__)
     1231    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
  164/163    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       37    0.000    0.000    0.000    0.000 transforms.py:1319(__init_subclass__)
        8    0.000    0.000    0.000    0.000 compdoc.py:34(__init__)
      198    0.000    0.000    0.000    0.000 pyplot.py:93(_copy_docstring_and_deprecators)
      563    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:119(_init_num_threads)
      258    0.000    0.000    0.000    0.000 common.py:566(require_length_match)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _util.py:1(<module>)
      125    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      409    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       52    0.000    0.000    0.000    0.000 common.py:39(_unpack_zerodim_and_defer)
      276    0.000    0.000    0.000    0.000 common.py:1591(_is_dtype_type)
        1    0.000    0.000    0.000    0.000 common.py:192(all_none)
       60    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       13    0.000    0.000    0.000    0.000 _idl.py:444(_read_arraydesc)
      322    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
        2    0.000    0.000    0.000    0.000 unicode.py:63(<listcomp>)
      214    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
       16    0.000    0.000    0.000    0.000 timemachine.py:31(<lambda>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      171    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
      166    0.000    0.000    0.000    0.000 cm.py:78(__getitem__)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
      261    0.000    0.000    0.000    0.000 construction.py:676(_sanitize_ndim)
        1    0.000    0.000    0.000    0.000 formatting.py:1(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
       14    0.000    0.000    0.000    0.000 compdoc.py:458(<genexpr>)
        1    0.000    0.000    0.000    0.000 masked.py:92(BaseMaskedArray)
       14    0.000    0.000    0.000    0.000 core.py:5585(__init__)
        2    0.000    0.000    0.000    0.000 common.py:645(get_handle)
        1    0.000    0.000    0.000    0.000 widgets.py:332(Slider)
       84    0.000    0.000    0.000    0.000 core.py:3904(<genexpr>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       23    0.000    0.000    0.000    0.000 dataclasses.py:722(_get_field)
        1    0.000    0.000    0.000    0.000 patches.py:4027(FancyArrowPatch)
        2    0.000    0.000    0.000    0.000 std.py:1279(close)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
        1    0.000    0.000    0.000    0.000 utils.py:101(set_num_threads)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
      226    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 patches.py:4366(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       17    0.000    0.000    0.000    0.000 doccer.py:180(indentcount_lines)
     12/2    0.000    0.000    0.000    0.000 core.py:1503(makeOptionalList)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.to_object_array}
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
      894    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       56    0.000    0.000    0.000    0.000 std.py:104(acquire)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:734(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1217(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
      488    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      409    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       29    0.000    0.000    0.000    0.000 nanops.py:77(<genexpr>)
      499    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
       24    0.000    0.000    0.000    0.000 common.py:1751(pandas_dtype)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
       52    0.000    0.000    0.000    0.000 core.py:887(__init__)
      674    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
      844    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 patches.py:3062(ArrowStyle)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1265(<dictcomp>)
       23    0.000    0.000    0.000    0.000 overrides.py:200(decorator)
        1    0.000    0.000    0.000    0.000 widgets.py:1334(TextBox)
      244    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.000    0.000 sysconfig.py:389(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2965(NavigationToolbar2)
       43    0.000    0.000    0.000    0.000 abc.py:110(register)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
      615    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      122    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 _base.py:1494(inspect_excel_format)
       36    0.000    0.000    0.000    0.000 rcsetup.py:711(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:504(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1254(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1240(_recalculate)
       34    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
